"","year","age_group_5_years","race_eth","first_degree_hx","age_menarche","age_first_birth","BIRADS_breast_density","current_hrt","menopaus","bmi_group","biophx","breast_cancer_history","count"
"829901",2007,3,9,0,9,1,2,0,1,9,0,0,14
"319869",2002,8,9,0,9,9,9,9,2,9,9,9,497
"39121",2000,6,1,0,1,2,4,0,1,1,1,0,8
"602552",2005,2,1,9,0,9,3,9,1,9,9,9,1
"14239",2000,4,1,9,9,9,3,0,9,9,0,9,1651
"986739.1",2008,7,2,0,9,9,2,0,2,9,0,0,771
"553601",2004,8,1,0,1,2,3,0,2,2,1,1,11
"112208",2000,13,1,1,0,3,2,0,2,9,0,0,2
"900789",2007,9,1,0,2,9,2,1,2,1,1,0,2
"901545",2007,9,1,0,9,9,3,0,2,9,1,0,637
"11488",2000,4,1,0,9,4,2,0,1,2,0,0,54
"746122",2006,5,3,0,9,3,9,0,1,1,0,0,456
"456865",2003,10,1,1,9,9,2,0,2,9,0,0,338
"1018023",2008,10,1,1,9,9,3,0,2,9,1,0,116
"411720",2003,6,5,0,2,9,2,0,2,4,0,0,2
"5720",2000,3,1,9,9,9,3,0,1,9,0,9,2090
"1095974",2009,7,5,0,0,9,9,0,2,3,0,0,2
"1100518",2009,8,1,0,1,2,2,1,2,2,0,0,14
"833160",2007,4,1,0,9,9,1,0,3,9,0,0,20
"418232",2003,7,1,0,2,0,2,1,2,4,0,0,18
"433612",2003,8,1,0,9,9,1,0,2,1,0,0,56
"920500",2007,11,3,0,9,0,1,0,2,2,1,1,1
"530700",2004,6,3,0,9,9,4,1,2,1,0,0,3
"763708",2006,6,3,0,2,3,2,0,9,9,0,0,1
"1064490",2009,5,5,0,9,9,4,9,9,9,9,9,35
"262544",2002,5,1,1,9,0,3,0,1,2,1,0,1
"556044",2004,8,1,0,9,9,2,0,2,9,1,1,273
"89380",2000,10,1,0,0,1,2,0,2,1,0,0,91
"556104",2004,8,1,0,9,9,3,0,2,2,0,0,150
"1048781",2009,4,4,0,9,9,9,9,1,9,0,9,2
"225157",2001,12,1,0,0,4,2,1,2,2,1,0,1
"968166",2008,6,1,1,0,9,3,0,1,9,0,0,17
"599758",2004,13,1,1,9,2,3,9,2,9,0,9,2
"416098",2003,6,9,9,9,9,9,9,9,9,9,9,4996
"644854",2005,6,1,1,0,2,2,0,9,1,0,0,2
"392294",2003,5,5,1,9,9,1,0,1,3,0,0,1
"908456",2007,10,1,0,1,0,2,0,2,3,1,0,7
"298645",2002,7,1,0,9,9,9,9,2,9,9,9,1512
"328961",2002,9,5,0,9,9,9,9,2,9,9,9,17
"433570",2003,8,1,0,9,4,9,0,2,9,1,1,63
"862024",2007,6,1,0,9,9,9,0,9,9,0,0,542
"689132",2005,9,1,1,2,1,9,1,2,2,0,0,1
"269240",2002,5,5,0,9,4,3,1,2,2,1,0,2
"321718",2002,9,1,0,2,0,2,0,2,3,1,1,5
"811120",2006,11,1,0,1,9,3,0,2,1,1,0,7
"861922",2007,6,1,0,9,9,4,0,9,9,0,0,118
"639400",2005,6,1,0,1,2,2,9,1,2,1,0,2
"121976",2001,3,9,9,9,9,9,9,9,9,9,9,3453
"251963",2002,4,5,0,9,9,2,0,3,2,0,0,17
"272988",2002,6,1,0,0,2,2,1,2,3,0,0,14
"295713",2002,7,1,0,1,3,1,0,2,9,9,0,2
"558291",2004,8,1,1,9,9,2,1,2,3,1,0,5
"416098.1",2003,6,9,9,9,9,9,9,9,9,9,9,4996
"695392",2005,10,1,0,0,4,2,0,2,3,0,0,12
"143528",2001,5,1,1,9,9,3,9,1,1,1,0,2
"978857",2008,6,9,0,9,9,2,0,1,9,1,9,33
"482859",2004,3,2,0,9,9,4,0,3,1,0,0,1
"1014435",2008,10,1,0,1,1,1,0,2,9,0,0,35
"869317",2007,6,3,1,9,4,9,0,2,1,0,0,11
"910479",2007,10,1,0,9,9,2,0,2,9,1,1,237
"1138357",2009,12,1,0,9,9,2,0,2,9,0,0,494
"625954",2005,5,1,0,9,9,9,0,1,1,0,0,380
"489130",2004,4,1,0,9,9,9,9,9,9,9,9,1105
"342583",2002,11,1,0,9,9,1,0,2,9,0,9,61
"774035",2006,7,1,1,0,4,3,0,2,1,1,0,11
"841867",2007,5,1,0,1,1,2,0,1,4,0,0,27
"861655",2007,6,1,0,9,9,2,0,2,9,0,0,425
"983049",2008,7,1,0,9,4,1,0,2,4,0,0,26
"212969",2001,10,1,9,9,9,3,1,2,9,1,9,51
"850940",2007,5,3,0,9,9,9,9,1,9,0,0,24
"946755",2008,5,1,0,0,2,9,0,1,1,0,0,32
"1059072",2009,5,1,1,9,3,4,0,1,1,1,0,25
"738051",2006,5,1,0,1,3,3,0,1,9,0,0,13
"967190",2008,6,1,0,9,9,2,0,1,9,9,9,517
"72054",2000,8,1,0,9,9,3,0,2,9,9,9,28
"684730",2005,9,1,0,0,1,2,0,2,1,0,0,93
"414105",2003,6,5,9,9,9,9,9,9,2,1,1,14
"831995",2007,4,1,0,2,1,3,0,1,2,0,0,51
"818256",2006,12,1,0,9,4,9,0,2,2,1,0,5
"385301",2003,5,1,1,9,4,9,1,2,9,0,0,14
"353677",2002,13,1,0,1,2,3,0,2,1,0,0,13
"735030",2006,4,6,0,1,9,2,9,9,3,1,9,1
"333105",2002,10,1,0,9,2,9,0,2,1,0,0,4
"746644",2006,5,3,1,1,2,3,0,2,1,1,0,1
"219728",2001,11,1,0,9,9,2,0,2,9,1,9,276
"255888",2002,5,1,0,1,1,2,0,2,1,0,0,13
"126001",2001,4,1,0,9,9,3,0,3,9,0,9,191
"876763",2007,7,1,0,2,3,2,0,2,1,0,0,61
"845459",2007,5,1,0,9,9,2,9,1,2,0,0,7
"199448",2001,9,1,0,2,1,3,1,2,3,1,0,9
"1010980",2008,9,3,0,9,9,9,9,2,9,0,0,406
"636442",2005,5,9,0,9,2,3,0,9,9,0,0,154
"461021",2003,10,9,9,9,9,9,9,2,9,9,9,708
"308124",2002,7,9,9,9,9,9,9,2,9,1,1,65
"311864",2002,8,1,0,9,9,2,0,2,9,0,0,1981
"610963",2005,4,1,0,9,1,3,1,2,3,0,0,4
"1056613",2009,5,1,0,9,4,4,0,1,1,1,0,74
"901629",2007,9,1,0,9,9,9,0,2,9,1,1,88
"452376",2003,10,1,0,0,2,2,0,2,2,0,0,33
"371226",2003,4,2,0,9,9,3,0,1,4,0,0,13
"542051",2004,7,1,0,9,9,3,0,2,1,0,0,449
"706246",2005,11,1,0,9,9,2,0,2,2,0,0,214
"750266",2006,5,9,0,9,2,3,0,9,9,0,0,181
"922031",2007,11,9,0,9,0,9,0,2,9,1,1,3
"123679",2001,4,1,0,1,9,3,0,1,9,0,0,553
"1039172",2009,3,1,1,2,9,3,9,9,9,1,1,1
"260447",2002,5,1,0,9,9,4,0,1,9,0,0,799
"420494",2003,7,1,0,9,9,9,1,2,9,0,0,778
"272315",2002,5,9,9,9,9,9,9,9,9,1,9,283
"329293",2002,9,5,1,9,9,3,9,2,2,0,9,2
"250740",2002,4,5,0,0,3,3,0,1,3,0,0,1
"564226",2004,8,9,0,9,9,9,9,2,9,0,0,28
"787770",2006,8,1,1,9,3,9,0,2,2,1,0,5
"564534",2004,8,9,9,9,9,9,9,2,9,9,9,2442
"14411",2000,4,2,0,0,9,2,9,3,3,0,0,1
"669557",2005,7,5,0,9,1,3,9,2,2,1,0,1
"644147",2005,6,1,0,9,9,2,0,9,9,0,0,611
"847925",2007,5,1,1,9,9,3,0,9,9,0,0,181
"984298",2008,7,1,1,1,2,2,0,2,9,0,0,18
"461641",2003,11,1,0,1,0,2,0,2,1,0,0,21
"533445",2004,6,5,0,9,1,2,0,1,1,0,0,7
"1004071",2008,9,1,0,0,1,2,0,2,1,0,0,62
"394140.1",2003,5,9,0,9,9,9,9,9,9,9,9,1304
"264661",2002,5,2,0,9,9,1,1,2,9,0,0,24
"173196",2001,6,9,9,9,9,9,9,9,9,9,9,4972
"82819",2000,9,1,1,0,1,3,9,2,1,1,0,2
"743621",2006,5,1,1,9,9,2,0,2,9,0,0,21
"375021",2003,4,5,1,9,3,2,0,9,2,0,0,1
"61770",2000,7,1,1,2,9,1,0,2,9,0,0,1
"62840",2000,7,1,9,9,9,4,1,2,9,0,9,324
"597851",2004,13,1,0,0,2,9,0,2,9,9,9,1
"743659",2006,5,1,1,9,9,2,9,9,4,0,0,1
"193254",2001,8,3,0,0,9,3,0,2,1,0,0,5
"274637",2002,6,1,0,1,2,2,0,1,4,0,0,36
"1073367",2009,6,1,0,9,9,2,0,1,9,9,9,644
"544297",2004,7,1,1,9,3,9,0,2,1,0,0,60
"821070",2006,12,9,0,9,1,2,0,2,9,1,1,36
"231405",2001,13,1,0,9,9,2,1,2,9,0,9,41
"687912",2005,9,1,0,9,9,3,9,2,2,0,9,2
"673732",2005,8,1,0,1,1,9,9,2,4,0,0,1
"567637",2004,9,1,0,9,4,9,1,2,1,1,1,2
"249858",2002,4,3,0,9,9,9,0,1,9,0,0,513
"259514",2002,5,1,0,9,3,3,0,1,9,0,0,6
"490815",2004,4,1,1,9,9,9,1,2,9,0,0,10
"939088",2008,4,1,0,9,9,2,0,1,9,0,0,889
"245196",2002,4,1,0,9,9,2,0,2,2,1,0,1
"861794",2007,6,1,0,9,9,3,0,3,2,0,0,19
"546762",2004,7,3,0,9,2,2,0,2,3,0,9,1
"345248",2002,11,3,0,0,9,2,0,2,2,0,0,3
"867119",2007,6,2,1,9,9,3,0,9,9,0,0,27
"246196",2002,4,1,1,1,3,3,0,1,1,1,1,2
"349828",2002,12,1,0,9,9,2,0,2,9,0,0,927
"440929",2003,8,6,0,9,2,2,0,2,1,0,0,1
"768291",2006,6,6,0,9,9,2,0,1,3,1,0,2
"710853",2005,11,9,0,9,2,2,1,2,9,0,0,36
"794092",2006,9,1,0,1,1,3,9,2,9,0,0,2
"164832",2001,6,2,0,9,9,3,0,1,9,0,9,73
"47601",2000,6,1,9,9,9,2,0,9,9,1,9,173
"610067",2005,4,1,0,2,1,4,0,1,1,0,0,20
"118512",2001,3,1,1,0,9,3,0,1,3,0,0,1
"14221.2",2000,4,1,9,9,9,3,0,1,9,0,9,2937
"865238",2007,6,1,1,9,9,2,0,1,9,9,9,59
"275787",2002,6,1,0,1,9,3,0,1,9,0,9,1
"741243",2006,5,1,0,9,9,3,0,9,9,0,0,861
"232264",2001,13,1,9,9,9,9,9,2,1,9,9,88
"1107161",2009,8,3,0,1,3,9,0,2,1,0,0,4
"740926",2006,5,1,0,9,4,9,0,1,9,1,0,14
"873609",2007,6,9,0,9,9,3,0,9,9,0,0,283
"769436",2006,6,9,9,9,9,2,9,9,9,0,0,376
"11139",2000,4,1,0,9,1,3,0,1,1,0,0,119
"528616",2004,6,2,0,9,9,3,0,1,9,0,0,183
"804864",2006,10,1,0,9,9,3,0,2,9,0,0,827
"340638",2002,11,1,0,1,1,3,0,2,2,1,1,8
"918024",2007,11,1,0,9,4,9,0,2,2,0,0,28
"996047",2008,8,1,0,9,9,2,9,2,9,0,0,310
"963923",2008,6,1,0,1,9,2,1,2,2,9,0,1
"475529",2003,13,1,0,9,9,1,0,2,9,0,0,62
"495032",2004,4,5,0,9,4,3,0,9,2,0,0,11
"541968",2004,7,1,0,9,9,2,0,2,1,0,9,138
"164771",2001,6,2,0,9,9,2,0,1,9,9,9,65
"995983",2008,8,1,0,9,9,1,9,2,9,0,0,91
"203032",2001,9,1,9,9,4,2,0,2,9,0,0,1
"684005",2005,8,9,0,2,4,3,1,2,9,1,0,2
"41331",2000,6,1,0,2,4,2,1,2,1,0,0,24
"383800",2003,5,1,1,1,2,4,0,1,1,0,0,17
"644318",2005,6,1,0,9,9,3,1,2,9,0,0,461
"1085776",2009,6,9,9,9,9,1,9,9,9,9,9,124
"219880",2001,11,1,0,9,9,9,0,2,9,1,0,114
"180129",2001,7,1,9,9,9,9,9,2,1,0,9,93
"979186",2008,6,9,1,9,4,2,0,1,9,1,0,1
"488790",2004,4,1,0,9,9,3,0,1,9,0,0,1683
"239161",2002,3,2,0,9,9,3,0,1,9,9,9,11
"1023918",2008,11,1,0,9,9,2,0,2,2,1,0,72
"1104033",2009,8,1,1,1,1,9,1,2,1,0,0,5
"1089984",2009,7,1,0,9,9,2,1,2,9,0,0,284
"575000",2004,9,9,9,9,9,9,9,2,9,9,9,1489
"1121115",2009,9,9,0,0,9,9,0,2,9,1,0,1
"366360",2003,4,1,0,2,2,3,0,1,2,1,0,16
"391781",2003,5,5,0,9,9,9,0,1,9,0,0,159
"433968",2003,8,1,0,9,9,9,9,2,9,9,9,996
"294169",2002,6,9,9,9,9,9,9,9,9,9,0,314
"62787.1",2000,7,1,9,9,9,2,1,2,9,0,9,2313
"74960",2000,8,2,9,9,0,1,9,2,9,0,9,1
"447913",2003,9,2,0,9,9,9,0,2,3,0,0,9
"1124692",2009,10,1,0,9,9,2,9,2,9,0,0,173
"118153",2001,3,1,0,9,9,2,0,1,9,0,9,885
"228839",2001,12,3,0,9,9,9,0,2,9,0,0,51
"228554",2001,12,2,0,9,9,9,0,2,1,0,0,2
"699509",2005,10,1,1,9,9,2,0,2,9,0,0,328
"537807.1",2004,6,9,9,9,9,9,9,9,9,9,9,5518
"800796",2006,9,5,0,9,9,2,0,2,2,1,1,2
"323462",2002,9,1,0,9,9,3,9,2,1,9,9,2
"951077",2008,5,1,0,9,9,2,0,9,9,0,0,645
"534038",2004,6,5,0,9,4,4,1,2,1,0,0,8
"744795",2006,5,2,0,9,4,9,0,2,1,1,0,1
"1073367.1",2009,6,1,0,9,9,2,0,1,9,9,9,644
"13690",2000,4,1,1,9,9,3,0,3,9,1,9,17
"545730",2004,7,2,0,9,9,2,0,2,9,1,0,239
"924325",2007,12,1,0,9,9,1,9,2,9,1,0,5
"338022",2002,10,5,0,9,1,2,0,2,1,0,0,30
"744901",2006,5,2,0,9,9,3,0,1,9,0,0,378
"662585",2005,7,1,0,9,9,3,0,2,1,1,0,111
"705755",2005,11,1,0,9,1,2,1,2,1,1,0,5
"1089134",2009,7,1,0,2,9,9,0,2,1,0,0,13
"245184",2002,4,1,0,9,9,2,0,1,9,0,0,2677
"340579",2002,11,1,0,1,1,2,0,2,2,1,1,24
"942445",2008,4,3,0,2,9,3,0,1,1,0,0,7
"144950",2001,5,2,0,9,9,2,0,9,9,0,9,193
"1046975",2009,4,2,0,9,9,2,0,3,9,1,0,12
"84130",2000,9,1,1,9,4,3,1,2,1,0,0,4
"750447",2006,5,9,0,9,9,4,0,9,9,0,0,63
"1101145",2009,8,1,0,1,9,3,0,2,9,1,1,2
"685751",2005,9,1,0,1,2,2,1,2,9,9,0,1
"434121",2003,8,1,1,0,1,3,9,2,1,1,9,1
"898245",2007,8,9,9,9,9,2,9,2,9,9,9,88
"268951",2002,5,5,0,9,2,2,0,9,1,0,0,21
"713367",2005,12,1,0,9,9,2,0,2,9,1,1,177
"620114",2005,4,9,9,9,9,1,0,9,9,0,9,1
"694426",2005,9,9,0,9,1,2,0,2,9,1,0,47
"22536",2000,5,1,0,1,9,2,0,1,9,0,0,382
"60411",2000,7,1,0,9,9,9,9,2,9,9,9,845
"1115046",2009,9,1,0,9,9,2,9,2,9,0,0,271
"1066759",2009,5,9,9,9,9,2,9,1,9,0,0,1
"200753",2001,9,1,0,9,4,9,9,2,9,0,0,17
"757179",2006,6,1,0,9,4,9,0,1,1,1,0,85
"340703",2002,11,1,0,1,1,9,0,2,1,1,0,4
"739871",2006,5,1,0,2,4,9,0,1,4,1,0,3
"69427",2000,8,1,0,1,0,2,0,2,2,0,0,72
"1115070",2009,9,1,0,9,9,3,0,2,9,0,0,832
"127760",2001,4,1,1,9,9,2,0,1,9,0,0,105
"394653",2003,6,1,0,0,1,2,0,1,4,0,0,17
"960335",2008,5,9,0,9,9,3,0,1,9,0,0,606
"933637",2008,3,1,0,9,9,4,0,1,9,1,0,26
"731765",2006,4,2,0,9,9,9,0,1,9,0,0,61
"772217",2006,7,1,0,2,3,2,0,2,2,0,0,54
"996012",2008,8,1,0,9,9,2,0,2,9,1,1,221
"487342",2004,4,1,0,2,4,2,0,1,2,0,0,41
"770398",2006,7,1,0,1,0,1,0,2,1,0,0,10
"461733",2003,11,1,0,1,0,9,0,2,3,0,0,3
"1029187",2008,12,1,0,2,1,2,0,2,3,1,0,7
"123319",2001,4,1,0,1,3,3,9,2,1,0,9,1
"53191",2000,6,5,0,9,9,3,1,2,1,0,0,68
"775035",2006,7,1,1,2,1,2,9,2,4,0,0,4
"980677",2008,7,1,0,1,2,1,0,2,3,0,0,25
"6089",2000,3,2,9,9,9,2,0,1,9,0,9,357
"842816",2007,5,1,0,1,9,2,0,1,9,1,0,57
"873995",2007,6,9,9,9,9,2,1,2,9,0,0,20
"518301",2004,6,1,0,1,3,3,0,2,2,1,1,1
"661778",2005,7,1,0,9,1,2,0,2,1,0,0,36
"371228",2003,4,2,0,9,9,3,0,1,9,0,0,660
"488848",2004,4,1,0,9,9,3,0,9,9,0,0,1028
"308125",2002,7,9,9,9,9,9,9,2,9,1,9,164
"68374",2000,7,9,0,9,9,9,9,2,9,9,9,450
"794666",2006,9,1,0,1,9,9,1,2,9,0,0,5
"140719",2001,5,1,0,9,9,3,0,1,9,0,0,2189
"869737",2007,6,4,0,9,9,2,9,9,9,1,0,6
"962549",2008,6,1,0,1,1,2,0,1,4,0,0,15
"362225",2003,3,3,0,9,3,9,9,1,9,1,9,1
"376464",2003,4,9,0,9,4,2,0,1,2,0,0,2
"1066307",2009,5,9,0,9,9,2,0,3,9,9,9,37
"686416",2005,9,1,0,2,1,2,0,2,2,0,9,6
"352795",2002,12,9,0,0,2,3,0,2,9,0,0,4
"539022",2004,7,1,0,1,1,3,0,2,9,0,0,186
"454933",2003,10,1,0,9,4,9,0,2,1,1,0,15
"743381",2006,5,1,1,9,3,9,0,1,3,0,0,3
"1025430",2008,11,1,1,9,9,2,0,2,9,0,0,187
"180043",2001,7,1,9,9,9,1,1,2,3,0,0,1
"272977",2002,6,1,0,0,2,2,0,9,9,0,0,14
"368225",2003,4,1,0,9,9,9,0,9,9,0,0,122
"26006",2000,5,1,0,9,9,9,9,9,9,9,9,1756
"29729",2000,5,2,0,9,9,9,9,9,9,9,9,60
"88491",2000,9,9,0,1,0,2,0,2,9,0,0,12
"660208",2005,7,1,0,1,4,3,0,2,2,1,0,36
"17606",2000,4,5,0,9,9,2,0,3,9,0,9,14
"441481",2003,8,9,0,9,9,2,0,2,9,9,9,189
"75417",2000,8,3,0,9,1,1,9,2,2,9,9,1
"535473",2004,6,5,9,9,9,9,9,9,1,9,9,164
"560144",2004,8,3,0,9,3,9,0,2,2,0,0,27
"823516",2006,13,1,1,9,9,9,9,2,9,0,9,7
"687949",2005,9,1,0,9,9,4,1,2,9,0,0,27
"667412",2005,7,3,0,9,4,2,0,2,2,0,0,6
"967173",2008,6,1,0,9,9,2,0,1,2,0,0,114
"1085459",2009,6,9,0,9,9,9,0,9,9,0,0,76
"667825",2005,7,3,1,2,4,9,9,2,9,0,1,2
"833185",2007,4,1,0,9,9,2,0,1,1,1,0,25
"119618",2001,3,1,9,9,9,9,9,9,9,0,0,26
"405627",2003,6,1,1,9,9,3,1,2,9,0,0,99
"1042510",2009,4,1,0,1,9,2,0,1,2,0,0,50
"459260",2003,10,5,0,9,0,2,1,2,2,0,0,8
"62787.2",2000,7,1,9,9,9,2,1,2,9,0,9,2313
"1088390",2009,7,1,0,2,1,9,0,2,3,0,0,27
"1072899",2009,6,1,0,9,4,2,0,1,1,0,0,66
"741953",2006,5,1,1,1,0,2,0,3,1,1,1,1
"51565",2000,6,5,0,0,9,9,9,9,9,0,9,3
"790230",2006,8,3,9,0,2,1,9,2,9,0,9,2
"337855",2002,10,5,0,2,3,3,1,2,2,1,0,1
"831616",2007,4,1,0,1,9,3,0,1,1,0,0,161
"1069007",2009,6,1,0,1,2,2,1,2,4,0,0,4
"225371",2001,12,1,0,1,1,2,9,2,2,1,0,1
"823448",2006,13,1,1,9,9,2,0,2,9,1,0,27
"988378",2008,7,3,1,1,2,2,0,2,1,0,0,2
"480005",2004,2,9,9,9,9,9,9,9,9,9,9,734
"22104",2000,5,1,0,1,3,3,0,1,3,0,0,37
"278896",2002,6,1,0,9,3,9,0,9,9,0,0,39
"868601",2007,6,3,0,9,4,9,0,1,1,0,0,69
"783962",2006,8,1,0,1,4,9,9,2,2,0,0,1
"1124656",2009,10,1,0,9,9,2,0,2,9,1,0,495
"14349",2000,4,1,9,9,9,9,9,9,1,0,9,223
"323591",2002,9,1,0,9,9,9,9,2,9,9,9,493
"260559",2002,5,1,0,9,9,9,0,1,9,1,0,416
"484894",2004,3,9,9,9,9,9,9,9,9,9,9,2973
"558273",2004,8,1,1,9,9,2,0,2,9,0,0,325
"694909",2005,10,1,0,0,0,2,0,2,1,1,0,7
"1046611",2009,4,2,0,1,0,2,0,1,9,0,0,2
"303455",2002,7,3,0,9,9,9,0,2,9,0,0,220
"906855",2007,9,6,0,9,3,3,9,2,9,0,9,1
"757917",2006,6,1,1,0,1,2,0,2,4,1,0,2
"192235",2001,8,1,9,9,9,2,0,2,9,0,9,200
"456727",2003,10,1,1,9,4,2,0,2,1,0,0,13
"967313",2008,6,1,0,9,9,3,0,1,9,0,0,820
"912182",2007,10,1,1,9,9,2,0,2,9,1,0,138
"321485",2002,9,1,0,1,4,2,0,2,2,1,0,4
"1124521",2009,10,1,0,9,4,3,9,2,9,1,0,27
"407220",2003,6,2,0,9,9,2,0,1,9,0,0,527
"121693",2001,3,9,0,1,9,3,0,1,9,0,0,7
"15058",2000,4,2,9,9,9,2,0,1,9,0,9,448
"351098",2002,12,1,1,9,9,2,0,2,9,0,0,161
"925230",2007,12,1,1,2,2,2,0,2,9,1,0,2
"877976",2007,7,1,0,9,9,2,0,2,9,1,0,564
"391426",2003,5,5,0,9,9,1,0,9,1,0,0,21
"756687",2006,6,1,0,9,3,2,9,9,9,0,0,78
"651727",2005,6,3,0,9,9,9,0,1,1,1,0,33
"575000.1",2004,9,9,9,9,9,9,9,2,9,9,9,1489
"966581",2008,6,1,0,9,3,9,0,1,2,0,0,56
"372147",2003,4,3,0,9,4,3,0,9,1,1,1,1
"312069",2002,8,1,0,9,9,9,0,2,9,0,0,449
"644246",2005,6,1,0,9,9,3,0,2,1,1,0,40
"335521",2002,10,1,1,9,9,9,1,2,9,0,0,45
"644280",2005,6,1,0,9,9,3,0,3,9,0,0,176
"258144",2002,5,1,0,2,3,3,0,1,1,0,0,151
"817492",2006,12,1,0,1,9,9,0,2,2,0,0,7
"14174",2000,4,1,9,9,9,2,0,1,9,0,9,1547
"665212",2005,7,1,1,9,9,9,9,2,9,0,0,6
"970685",2008,6,1,1,9,9,2,0,9,9,0,0,100
"509561",2004,5,3,0,9,9,9,9,9,9,0,9,113
"512400",2004,5,5,0,9,9,2,0,9,1,0,0,113
"81634",2000,9,1,0,9,0,9,0,2,2,1,1,15
"417202",2003,7,1,0,1,1,2,0,2,1,0,0,125
"811225",2006,11,1,0,2,0,3,0,2,1,0,0,8
"1076672",2009,6,1,1,9,4,3,0,1,1,1,0,16
"523399",2004,6,1,0,9,9,9,9,9,9,1,9,613
"30672",2000,5,3,0,9,3,2,0,1,2,1,0,2
"659108",2005,7,1,0,0,4,4,0,2,1,0,0,32
"114927",2001,2,1,0,2,9,3,0,1,2,0,0,6
"159541",2001,6,1,0,9,9,3,0,1,9,0,9,414
"159428",2001,6,1,0,9,9,2,0,3,9,0,9,229
"278412",2002,6,1,0,9,1,9,1,2,2,0,0,39
"294512",2002,7,1,0,0,1,9,1,2,1,0,0,12
"888220",2007,8,1,0,1,2,3,0,2,2,0,0,59
"476638",2003,13,2,0,9,9,3,0,2,9,1,0,5
"489044",2004,4,1,0,9,9,9,0,9,1,0,0,591
"616829",2005,4,5,0,1,2,3,0,1,2,0,0,3
"342707",2002,11,1,0,9,9,3,0,2,2,0,0,51
"840806",2007,5,1,0,0,1,3,1,2,3,0,0,2
"118415",2001,3,1,1,0,1,2,0,1,1,0,0,7
"1062041",2009,5,3,0,9,4,2,0,9,1,0,0,1
"156041",2001,6,1,0,2,0,3,1,2,3,0,0,26
"564534.1",2004,8,9,9,9,9,9,9,2,9,9,9,2442
"167999",2001,6,5,0,0,0,3,9,1,9,0,0,1
"657932",2005,6,9,0,9,9,3,1,2,9,0,0,119
"453168",2003,10,1,0,1,2,3,0,2,1,0,9,2
"832038",2007,4,1,0,2,1,4,0,1,1,0,0,24
"996165",2008,8,1,0,9,9,9,0,2,9,0,0,467
"140521",2001,5,1,0,9,9,1,1,2,9,0,9,114
"552860",2004,8,1,0,0,4,2,0,2,2,0,0,26
"773460",2006,7,1,0,9,9,2,0,2,9,0,0,2332
"189814",2001,8,1,0,9,9,3,1,2,9,1,0,600
"47731.1",2000,6,1,9,9,9,9,0,3,9,0,9,27
"516082",2004,6,1,0,0,1,9,1,2,1,0,0,4
"694604",2005,9,9,0,9,9,9,0,2,9,1,0,89
"676077",2005,8,1,0,9,4,9,0,2,2,0,0,138
"502168",2004,5,1,0,9,0,9,0,1,3,0,0,19
"177294",2001,7,1,0,9,9,3,1,2,9,0,9,1094
"445157",2003,9,1,0,9,9,3,1,2,9,1,0,233
"130927",2001,4,4,0,9,9,4,0,9,1,0,0,3
"750189",2006,5,9,0,9,0,2,1,2,9,0,0,3
"968681",2008,6,1,1,1,3,1,0,3,2,1,1,2
"579919",2004,10,1,1,9,9,9,9,2,9,1,1,25
"764032",2006,6,3,0,9,3,9,0,2,1,0,0,124
"285703",2002,6,2,1,9,9,3,0,9,9,1,1,2
"661840",2005,7,1,0,9,1,3,1,2,1,0,0,21
"541987",2004,7,1,0,9,9,2,0,2,4,1,0,38
"297226",2002,7,1,0,2,9,2,0,2,1,0,0,14
"529938",2004,6,3,0,2,4,3,1,2,1,0,0,1
"619825",2005,4,9,0,9,9,3,0,1,9,0,0,1041
"170220",2001,6,5,0,9,9,9,0,9,1,0,0,81
"1003567",2008,8,9,0,9,9,2,9,2,9,0,0,248
"522559",2004,6,1,0,9,4,9,0,9,1,0,0,135
"344460",2002,11,1,1,9,9,9,9,2,9,1,9,29
"1087409",2009,7,1,0,1,3,2,0,2,3,0,0,36
"1025986",2008,11,3,0,0,1,2,0,2,2,0,0,15
"314552",2002,8,1,9,9,9,2,1,2,9,0,9,179
"233857",2002,1,9,0,9,9,3,0,1,9,0,9,4
"310499",2002,8,1,0,2,2,3,1,2,2,1,0,15
"1004254",2008,9,1,0,0,2,2,1,2,1,0,0,5
"664261",2005,7,1,1,2,2,2,9,2,4,0,0,2
"802682",2006,10,1,0,0,3,9,0,2,9,0,0,8
"657689",2005,6,9,0,9,1,3,0,9,9,0,0,70
"210016",2001,10,1,0,9,0,3,1,2,9,0,0,2
"92009",2000,10,1,0,9,4,9,0,2,9,0,0,87
"503422",2004,5,1,0,9,9,3,0,1,2,0,0,324
"901542",2007,9,1,0,9,9,3,0,2,9,0,0,1227
"603654",2005,3,1,0,1,1,2,0,1,2,0,0,9
"722779",2006,3,1,0,2,3,3,0,1,2,0,0,8
"113949",2001,1,1,0,9,0,3,0,1,1,0,0,2
"68372",2000,7,9,0,9,9,9,9,2,9,9,0,85
"703920",2005,11,1,0,0,2,2,0,2,3,1,0,4
"1043888",2009,4,1,0,9,3,3,0,9,1,0,0,17
"753163",2006,6,1,0,1,2,3,9,9,9,9,9,7
"200047",2001,9,1,0,9,0,3,1,2,3,0,0,4
"1124393",2009,10,1,0,9,3,9,0,2,2,1,1,6
"541193",2004,7,1,0,9,1,2,0,2,4,0,0,17
"908707",2007,10,1,0,1,1,3,9,2,1,1,0,7
"448647",2003,9,3,0,9,3,9,9,2,9,0,0,19
"877993",2007,7,1,0,9,9,2,1,2,9,0,0,373
